timestamp,cloud_provider,unified_category,cost,normalized_env,normalized_team,is_anomaly,anomaly_type,stat_z_score,stat_is_anomaly,day_of_week,is_weekend,rolling_mean_7d,rolling_std_7d,cost_ratio,ml_is_anomaly
2026-01-06,Azure,COMPUTE,1176.25,production,fintech,0,none,0.6887231826587009,0,1,0,1046.35,248.1794349860601,1.1241458295585052,0
2026-01-06,GCP,STORAGE,592.14,dev,analytics,0,none,-1.3588201268594229,0,1,0,596.504,15.880397665046045,0.9926840223588773,0
2026-01-06,Azure,NETWORK,294.91,dev,fintech,0,none,-0.1501130051658751,0,1,0,254.03400000000002,59.93583677567203,1.160907549347428,0
2026-01-06,AWS,NETWORK,303.1,production,coreengine,0,none,-0.3386881041055435,0,1,0,253.474,60.40857621232269,1.1957833467817864,0
2026-01-06,Azure,STORAGE,596.36,production,fintech,0,none,-0.8988550116947925,0,1,0,593.4399999999999,25.458920833373888,1.0049204468030393,0
2026-01-06,AWS,COMPUTE,1176.92,production,dataplatform,0,none,-0.0476668533719333,0,1,0,1035.8799999999999,243.31293235255703,1.136154755993409,0
2026-01-07,AWS,COMPUTE,1202.42,production,dataplatform,0,none,0.3054738736070733,0,2,0,1059.3866666666665,225.11403045271672,1.1350152182236086,0
2026-01-07,Azure,STORAGE,604.66,dev,fintech,0,none,-0.5428624158024682,0,2,0,593.9266666666666,22.802332921582078,1.0180717986832528,0
2026-01-07,Azure,COMPUTE,1236.04,dev,fintech,0,none,1.1360479212633463,0,2,0,1068.0,228.2252408477205,1.157340813133513,0
2026-01-07,Azure,NETWORK,292.28,production,fintech,0,none,-1.0409094387518507,0,2,0,260.84666666666664,56.14550905163001,1.1205049791510346,0
2026-01-07,GCP,COMPUTE,1233.68,dev,core-team,0,none,0.9528213988841748,0,2,0,1070.785,228.98081568113955,1.1521267000179616,0
2026-01-07,GCP,STORAGE,617.89,dev,core-team,0,none,0.3404937227575237,0,2,0,595.7766666666666,14.315156536575723,1.0371167992964345,0
2026-01-07,GCP,NETWORK,307.95,prod,analytics,0,none,-0.8261573519646341,0,2,0,260.54333333333335,58.7987366077424,1.1819530526481947,0
2026-01-07,AWS,NETWORK,305.71,production,dataplatform,0,none,0.2258125099689732,0,2,0,261.745,57.7045363034831,1.1679687799969902,0
2026-01-07,AWS,STORAGE,601.78,production,dataplatform,0,none,0.556103200150087,0,2,0,590.9116666666667,22.59694352488112,1.0183924666959392,0
2026-01-08,Azure,NETWORK,313.89,dev,fintech,0,none,1.4690133683446989,0,3,0,265.33714285714285,52.61256938358796,1.182985483261735,0
2026-01-08,Azure,STORAGE,632.85,dev,fintech,0,none,1.1408721321528683,0,3,0,595.46,21.20722596978051,1.0627917733719852,0
2026-01-08,Azure,COMPUTE,1255.93,dev,fintech,0,none,0.1754351148972204,0,3,0,1092.0057142857142,217.80623046316063,1.1501130187037338,0
2026-01-08,AWS,COMPUTE,1175.59,production,dataplatform,0,none,-0.618383299620605,0,3,0,1079.82,212.49216463985994,1.0886906976283945,0
2026-01-08,GCP,STORAGE,596.14,dev,core-team,0,none,-1.3134423281959733,0,3,0,598.9357142857143,15.512150997570531,0.9953321797776407,0
2026-01-08,AWS,NETWORK,300.26,production,coreengine,0,none,-0.0124391010721098,0,3,0,268.0257142857143,55.23564243527991,1.1202656043564092,0
2026-01-08,GCP,NETWORK,291.71,prod,analytics,0,none,-1.2504706388782505,0,3,0,267.3157142857143,56.58738547802058,1.0912564189011658,0
2026-01-08,GCP,COMPUTE,1182.7,prod,analytics,0,none,-1.6986857741001469,0,3,0,1094.0557142857142,217.90868415134682,1.0810235472897505,0
2026-01-08,AWS,STORAGE,603.79,staging,coreengine,0,none,-1.487506753147573,0,3,0,592.4642857142857,21.033130894807254,1.0191162646722194,0
2026-01-09,GCP,STORAGE,620.43,prod,core-team,0,none,0.4483256246656826,0,4,0,597.6557142857143,15.286757730295907,1.0381060111847906,0
2026-01-09,Azure,COMPUTE,1259.99,production,fintech,0,none,0.462059725759246,0,4,0,1096.0685714285714,220.99658982501458,1.1495539798775913,0
2026-01-09,GCP,COMPUTE,1197.51,prod,analytics,0,none,0.0586646411624575,0,4,0,1085.357142857143,212.08206687618878,1.103332665056494,0
2026-01-09,AWS,COMPUTE,1207.74,staging,dataplatform,0,none,-0.5832263432723989,0,4,0,1078.0528571428572,211.49203844071653,1.1202975631434942,0
2026-01-09,GCP,NETWORK,301.38,prod,analytics,0,none,0.9625092282232752,0,4,0,267.06142857142856,56.4540055941033,1.128504368178907,0
2026-01-09,AWS,STORAGE,630.05,staging,dataplatform,0,none,1.4403791778620587,0,4,0,589.9157142857142,17.731901436998466,1.068033914103377,0
2026-01-09,Azure,STORAGE,599.93,production,fintech,0,none,-1.1676791038864738,0,4,0,602.9685714285714,24.054491215135876,0.9949606305831519,0
2026-01-09,AWS,NETWORK,296.7,staging,coreengine,0,none,0.8271282827371844,0,4,0,267.26714285714286,54.6676396400057,1.1101251943166743,0
2026-01-09,Azure,NETWORK,301.48,production,fintech,0,none,-0.0814882813140983,0,4,0,267.6042857142857,54.56147293256871,1.1265887910928103,0
2026-01-10,GCP,NETWORK,179.0,prod,analytics,0,none,-0.3595265742571046,0,5,1,267.6742857142857,56.85617611046984,0.6687231567093158,0
2026-01-10,GCP,STORAGE,607.08,prod,analytics,0,none,1.3153652092225334,0,5,1,599.4757142857143,17.305606853601763,1.012684876811895,0
2026-01-10,GCP,COMPUTE,782.71,dev,analytics,0,none,1.5378550704379972,0,5,1,1082.43,210.07815101369619,0.7231044896842799,0
2026-01-10,AWS,NETWORK,171.65,production,coreengine,0,none,-2.0609808592894847,0,5,1,267.9057142857143,55.032716589662314,0.6407104605832905,0
2026-01-10,AWS,COMPUTE,790.16,staging,coreengine,0,none,1.5056276242210422,0,5,1,1077.59,211.1559155379424,0.7332658920993523,0
2026-01-10,Azure,NETWORK,174.27,dev,fintech,0,none,-1.855122135030339,0,5,1,267.85571428571427,54.73790333858945,0.6506114456382163,0
2026-01-10,Azure,STORAGE,596.79,production,fintech,0,none,0.726975428577208,0,5,1,599.6128571428571,22.300439244019188,0.9952921838447063,0
2026-01-10,Azure,COMPUTE,813.84,production,fintech,0,none,0.3802652388423719,0,5,1,1099.2185714285713,223.4987812366898,0.740380497336857,0
2026-01-10,AWS,STORAGE,591.67,production,coreengine,0,none,-0.2465061624832436,0,5,1,596.29,23.067800791001577,0.992252075462408,0
2026-01-11,Azure,NETWORK,176.26,dev,fintech,0,none,-0.3953182966293181,0,6,1,265.26142857142855,59.160183239678865,0.6644765290773216,0
2026-01-11,AWS,COMPUTE,800.2,production,coreengine,0,none,-0.734553725458134,0,6,1,1084.8385714285716,198.07834623607664,0.7376212587740522,0
2026-01-11,AWS,STORAGE,572.66,production,dataplatform,0,none,-0.641141192861432,0,6,1,596.3157142857143,23.06165783079702,0.9603302020686275,0
2026-01-11,AWS,NETWORK,172.39,production,dataplatform,0,none,-2.398328575109835,0,6,1,266.28000000000003,58.043624972945985,0.6474012074732909,0
2026-01-11,GCP,NETWORK,180.48,prod,core-team,0,none,-1.5700994122489351,0,6,1,267.37571428571425,57.389625908388375,0.6750051841173935,0
2026-01-11,GCP,COMPUTE,791.11,dev,analytics,0,none,-0.3838373785777448,0,6,1,1087.8514285714284,200.1675479382686,0.7272224606687926,0
2026-01-11,Azure,COMPUTE,820.45,production,fintech,0,none,2.0321373649227343,0,6,1,1102.2157142857143,218.79697818275454,0.7443642672868679,0
2026-01-11,Azure,STORAGE,575.33,production,fintech,0,none,-1.1922554325316652,0,6,1,605.1957142857143,13.024327055095696,0.9506511313823913,0
2026-01-11,GCP,STORAGE,603.07,prod,analytics,0,none,0.9889698983168622,0,6,1,603.0457142857142,15.616508206748058,1.0000402551801766,0
2026-01-12,Azure,COMPUTE,1220.1,dev,fintech,0,none,-0.8703345395793379,0,0,0,1111.27,202.8649793171146,1.0979329857016478,0
2026-01-12,AWS,NETWORK,313.04,staging,dataplatform,0,none,2.281764889075418,0,0,0,263.4457142857143,62.57005643200877,1.1882523462802508,0
2026-01-12,AWS,STORAGE,645.17,production,coreengine,0,none,1.3013597966955976,0,0,0,599.2014285714286,17.170799271409837,1.0767163736091259,0
2026-01-12,AWS,COMPUTE,1260.19,production,dataplatform,0,none,1.105450979941866,0,0,0,1084.4428571428573,198.73697699172521,1.162062141014563,0
2026-01-12,GCP,NETWORK,316.49,prod,analytics,0,none,1.0527888437899455,0,0,0,266.10285714285715,59.468713543141256,1.189352085522974,0
2026-01-12,Azure,STORAGE,626.62,production,fintech,0,none,0.3921218960834127,0,0,0,602.0771428571428,17.21001812345137,1.040763624771991,0
2026-01-12,GCP,COMPUTE,1228.38,prod,analytics,0,none,0.2052485838968961,0,0,0,1085.2714285714287,204.4292157388935,1.13186430264575,0
2026-01-12,Azure,NETWORK,307.46,dev,fintech,0,none,0.568955393727381,0,0,0,264.0828571428571,61.08778047866466,1.1642557630733303,0
2026-01-12,GCP,STORAGE,640.03,dev,analytics,0,none,0.867388318411213,0,0,0,606.8157142857143,10.556288579393302,1.0547353576794378,0
2026-01-13,AWS,STORAGE,603.92,staging,coreengine,0,none,-0.2884859837689921,0,1,0,606.51,24.087583938618724,0.9957296500349598,0
2026-01-13,AWS,COMPUTE,1198.96,staging,coreengine,0,none,0.3312135162080169,0,1,0,1087.6028571428574,201.7400043549689,1.1023876786475186,0
2026-01-13,GCP,COMPUTE,1183.61,prod,analytics,0,none,-0.5555734399848167,0,1,0,1087.7528571428572,206.3066479551161,1.0881239992581455,0
2026-01-13,GCP,STORAGE,645.3,dev,core-team,0,none,1.9070198361670891,0,1,0,610.9685714285714,16.502027581049425,1.056191790568272,0
2026-01-13,GCP,NETWORK,305.81,prod,analytics,0,none,1.8393716330506036,0,1,0,266.87285714285713,60.17909152806195,1.1459014296732528,0
2026-01-13,Azure,NETWORK,300.26,dev,fintech,0,none,-0.0572392988644489,0,1,0,265.79285714285714,62.26957622956433,1.1296766659980293,0
2026-01-13,Azure,STORAGE,642.84,production,fintech,0,none,1.1477505917708497,0,1,0,604.6485714285715,19.537849957259443,1.06316300036824,0
2026-01-13,Azure,COMPUTE,1178.19,production,fintech,0,none,-1.3120965168813326,0,1,0,1111.8,203.18997153731118,1.059713967802537,0
2026-01-13,AWS,NETWORK,310.51,staging,coreengine,0,none,0.4807352579874365,0,1,0,266.12142857142857,64.48119194219129,1.1667981417312883,0
2026-01-14,GCP,NETWORK,318.27,dev,analytics,0,none,1.6633581953745824,0,2,0,268.9742857142857,61.41033161098733,1.1832729189040354,0
2026-01-14,Azure,COMPUTE,1183.36,production,fintech,0,none,-2.2542648387742,0,2,0,1112.077142857143,203.2938264117798,1.0640988324953151,0
2026-01-14,Azure,STORAGE,645.47,dev,fintech,0,none,1.0729293864132816,0,2,0,611.2885714285715,23.705214214437856,1.0559169917611535,0
2026-01-14,Azure,NETWORK,317.67,dev,fintech,0,none,2.0788980734907985,0,2,0,266.5571428571428,62.71773771278364,1.1917519248498665,0
2026-01-14,GCP,STORAGE,623.95,dev,analytics,0,none,-0.5920109312251686,0,2,0,618.5628571428571,18.50369847200445,1.0087091113018571,0
2026-01-14,GCP,COMPUTE,1195.91,dev,analytics,0,none,-0.601419289452021,0,2,0,1085.6714285714286,205.07669682573004,1.1015395243091484,0
2026-01-14,AWS,COMPUTE,1213.66,production,dataplatform,0,none,-0.3622570646837731,0,2,0,1090.7514285714285,203.53035927747743,1.112682465575793,0
2026-01-14,AWS,STORAGE,607.07,production,dataplatform,0,none,-0.5307268560705055,0,2,0,607.0057142857142,23.977540085910224,1.000105889799246,0
2026-01-14,AWS,NETWORK,306.38,staging,coreengine,0,none,-0.4120256007180524,0,2,0,267.18,65.24572936215826,1.146717525761003,0
2026-01-15,Azure,COMPUTE,1256.37,dev,fintech,0,none,1.1828545167096762,0,3,0,1104.5514285714287,198.86690703655475,1.137448158706783,0
2026-01-15,Azure,NETWORK,310.81,production,fintech,0,none,-0.2565462766405324,0,3,0,270.1842857142857,65.14068540657287,1.1503629371881599,0
2026-01-15,AWS,COMPUTE,1175.52,staging,dataplatform,0,none,-1.849073114594749,0,3,0,1092.357142857143,204.5997074545225,1.0761315536089442,0
2026-01-15,GCP,NETWORK,310.28,dev,analytics,0,none,1.2997438395603091,0,3,0,270.4485714285714,62.61405524549352,1.1472790811511375,0
2026-01-15,Azure,STORAGE,643.55,dev,fintech,0,none,0.4967271929060481,0,3,0,617.1185714285714,26.639985253106325,1.0428303722604533,0
2026-01-15,AWS,NETWORK,301.08,production,dataplatform,0,none,-0.835817253917677,0,3,0,267.2757142857143,65.31213028147805,1.1264771643763254,0
2026-01-15,GCP,STORAGE,619.4,prod,core-team,0,none,-0.0886518446633346,0,3,0,619.4285714285714,18.60843664270906,0.9999538583955788,0
2026-01-15,GCP,COMPUTE,1220.28,prod,core-team,0,none,1.1122960438166758,0,3,0,1080.2757142857142,200.98960121169978,1.129600501581999,0
2026-01-15,AWS,STORAGE,648.56,production,coreengine,0,none,1.477243387185806,0,3,0,607.7614285714286,23.86850395295826,1.0671292366367802,0
2026-01-16,Azure,NETWORK,305.25,production,fintech,0,none,-0.3788770369303473,0,4,0,269.7442857142857,64.80580911645264,1.1316272664513438,0
2026-01-16,GCP,COMPUTE,1197.09,dev,core-team,0,none,-0.3187182289841068,0,4,0,1085.6442857142858,204.64995869835425,1.1026539767451087,0
2026-01-16,Azure,STORAGE,609.18,dev,fintech,0,none,-1.0214701953164855,0,4,0,618.6471428571429,27.967003602034296,0.9846970073111627,0
2026-01-16,AWS,NETWORK,307.99,staging,dataplatform,0,none,0.751923806338398,0,4,0,267.39285714285717,65.3818485805466,1.1518257883650034,0
2026-01-16,AWS,STORAGE,620.51,production,coreengine,0,none,-1.076177941340326,0,4,0,614.1571428571427,28.227197118078514,1.0103440090428044,0
2026-01-16,Azure,COMPUTE,1227.47,dev,fintech,0,none,-0.7300725931624763,0,4,0,1104.6142857142856,198.9227904537455,1.1112204547436815,0
2026-01-16,GCP,NETWORK,298.37,dev,analytics,0,none,-1.1306143811296976,0,4,0,273.1014285714285,64.04210891503898,1.0925244537734744,0
2026-01-16,GCP,STORAGE,608.62,dev,core-team,0,none,-1.2297950744805222,0,4,0,622.7514285714286,15.588441688819215,0.9773080595303872,0
2026-01-16,AWS,COMPUTE,1238.39,production,dataplatform,0,none,1.220786455611346,0,4,0,1092.347142857143,204.594963013453,1.1336963681929024,0
2026-01-17,GCP,STORAGE,582.8,dev,analytics,0,none,-1.131570225658597,0,5,1,621.0642857142857,16.49434333051076,0.93838915555389,0
2026-01-17,Azure,COMPUTE,783.13,production,fintech,0,none,-1.1290179642935658,0,5,1,1099.9685714285715,195.03097817428656,0.7119566987839953,0
2026-01-17,GCP,COMPUTE,759.18,dev,analytics,0,none,-0.9511146360308246,0,5,1,1085.5842857142857,204.61175331646544,0.6993284657830092,0
2026-01-17,GCP,NETWORK,175.9,prod,core-team,0,none,-1.4065122733917488,0,5,1,272.6714285714286,63.830346865361626,0.6450987346587147,0
2026-01-17,AWS,NETWORK,196.37,production,dataplatform,0,none,1.3587339947091688,0,5,1,269.0057142857143,66.35727411950727,0.7299844660236041,0
2026-01-17,Azure,STORAGE,588.25,dev,fintech,0,none,-0.7976135861068944,0,5,1,619.9685714285714,27.14157906765418,0.9488384050761356,0
2026-01-17,AWS,STORAGE,584.47,production,dataplatform,0,none,-1.5741077264852796,0,5,1,612.7942857142856,27.554256088151455,0.9537784605496855,0
2026-01-17,AWS,COMPUTE,800.17,production,dataplatform,0,none,1.304904985306884,0,5,1,1096.7257142857145,207.77928785589958,0.7295990075560067,0
2026-01-17,Azure,NETWORK,190.31,production,fintech,0,none,-0.0224504670059946,0,5,1,270.28285714285715,65.12836957739326,0.7041141823444261,0
2026-01-18,AWS,STORAGE,624.59,staging,dataplatform,0,none,1.4166030627285433,0,6,1,611.7657142857142,28.589176773237654,1.0209627234825214,0
2026-01-18,GCP,NETWORK,181.29,prod,core-team,0,none,-0.5723994601420711,0,6,1,272.2285714285714,64.59473544816983,0.6659477085346666,0
2026-01-18,AWS,NETWORK,194.84,staging,dataplatform,0,none,0.4891648278217184,0,6,1,272.53714285714284,60.731982160496436,0.7149117027069344,0
2026-01-18,Azure,COMPUTE,796.17,dev,fintech,0,none,0.0830242920530635,0,6,1,1095.5814285714284,202.73335792189135,0.7267100116611662,0
2026-01-18,Azure,STORAGE,581.05,dev,fintech,0,none,-0.927142826192806,0,6,1,618.7485714285714,28.514308354796004,0.9390728600273593,0
2026-01-18,Azure,NETWORK,178.19,production,fintech,0,none,-1.0014702732386604,0,6,1,272.57428571428574,61.360494581107275,0.6537300207748863,0
2026-01-18,GCP,STORAGE,586.16,prod,analytics,0,none,-0.0530524013407989,0,6,1,617.5957142857143,21.66702014363688,0.9490998349736447,0
2026-01-18,GCP,COMPUTE,810.39,prod,core-team,0,none,1.0956493861730443,0,6,1,1082.2228571428573,210.5246018651412,0.7488198823034347,0
2026-01-18,AWS,COMPUTE,823.55,production,coreengine,0,none,0.5969929933847282,0,6,1,1098.1557142857143,205.3378658745259,0.7499391769192577,0
2026-01-19,AWS,COMPUTE,1236.61,staging,dataplatform,0,none,-1.1375224075550758,0,0,0,1101.4914285714287,199.80600453344513,1.1226687350414746,0
2026-01-19,GCP,NETWORK,313.14,prod,analytics,0,none,0.6702307514460726,0,0,0,272.3442857142857,64.40342740805617,1.1497945979691557,0
2026-01-19,GCP,STORAGE,634.68,prod,analytics,0,none,0.7565971795140349,0,0,0,615.1800000000001,24.334874152130013,1.0316980228274972,0
2026-01-19,Azure,NETWORK,317.68,dev,fintech,0,none,0.4363898943758793,0,0,0,272.85,60.85786911594369,1.1643026877660734,0
2026-01-19,AWS,STORAGE,657.46,production,coreengine,0,none,0.6261091943814225,0,0,0,619.1842857142857,22.92744051505597,1.0618163357027004,0
2026-01-19,Azure,COMPUTE,1244.99,production,fintech,0,none,0.0587675832864058,0,0,0,1092.1128571428571,208.35489360818045,1.1399829060315845,0
2026-01-19,AWS,NETWORK,298.83,production,dataplatform,0,none,-0.4873759495809519,0,0,0,275.7442857142857,54.87202895742749,1.0837214210575536,0
2026-01-19,GCP,COMPUTE,1265.95,prod,core-team,0,none,1.7821064641178237,0,0,0,1084.9771428571428,206.16213358376348,1.1667987631502557,0
2026-01-19,Azure,STORAGE,614.43,dev,fintech,0,none,-0.1943856011880165,0,0,0,619.5657142857143,27.110055242254763,0.991710767583802,0
2026-01-20,GCP,COMPUTE,1196.3,dev,core-team,0,none,-0.5871039365825735,0,1,0,1090.3442857142857,210.95106224407778,1.0971763732815263,0
2026-01-20,AWS,STORAGE,614.79,production,coreengine,0,none,-0.4324627562911801,0,1,0,620.9399999999999,25.56755887187253,0.9900956454714523,0
2026-01-20,AWS,NETWORK,305.18,staging,coreengine,0,none,-0.874225224786319,0,1,0,273.7142857142857,53.50820960598564,1.1149582056121743,0
2026-01-20,GCP,NETWORK,298.13,prod,analytics,0,none,-0.5193941829501774,0,1,0,271.86571428571426,64.03209061534245,1.0966075285264119,0
2026-01-20,GCP,STORAGE,622.29,prod,core-team,0,none,-0.5005894512998533,0,1,0,614.4157142857142,23.49381184989147,1.0128158759664558,0
2026-01-20,Azure,NETWORK,311.79,dev,fintech,0,none,0.1259250996849368,0,1,0,274.31,61.93953637755667,1.1366336941185633,0
2026-01-20,Azure,STORAGE,637.01,production,fintech,0,none,0.5439225166032736,0,1,0,617.8242857142858,26.972563749819997,1.0310536578422074,0
2026-01-20,Azure,COMPUTE,1228.02,production,fintech,0,none,0.1924549677551274,0,1,0,1095.6685714285716,211.09744214687302,1.1207951207278974,0
2026-01-20,AWS,COMPUTE,1198.62,production,coreengine,0,none,-0.349546005711265,0,1,0,1098.1228571428571,196.8616254897745,1.0915172025500393,0
2026-01-21,AWS,COMPUTE,1219.05,staging,dataplatform,0,none,-0.3489802084302871,0,2,0,1098.0742857142857,196.83263930364328,1.1101707823941191,0
2026-01-21,AWS,STORAGE,628.29,staging,coreengine,0,none,-0.1346526504460475,0,2,0,622.4928571428571,24.6761117373907,1.0093127699338158,0
2026-01-21,AWS,NETWORK,318.15,production,dataplatform,0,none,0.7506266009120738,0,2,0,272.95285714285717,52.93215648805732,1.1655858512506032,0
2026-01-21,Azure,COMPUTE,1261.95,dev,fintech,0,none,1.4256489082921695,0,2,0,1102.7871428571427,215.1453681207419,1.144327803176245,0
2026-01-21,GCP,STORAGE,628.66,dev,analytics,0,none,0.1293466951492284,0,2,0,611.1285714285714,19.766483778163156,1.0286869557474259,0
2026-01-21,Azure,NETWORK,314.41,production,fintech,0,none,0.0449581602551301,0,2,0,275.95714285714286,62.89063701227333,1.1393435420851854,0
2026-01-21,GCP,NETWORK,301.99,prod,analytics,0,none,-1.266342019344597,0,2,0,270.7685714285714,63.41638048868536,1.1153066519265449,0
2026-01-21,GCP,COMPUTE,1197.42,prod,core-team,0,none,-0.3621535875918874,0,2,0,1092.1571428571428,211.93836318721583,1.0963806782453276,0
